Lady Gaga , Rise Against
Led Zeppelin , Tegan and Sara
Pink Floyd , Tegan and Sara
System of a Down , Tegan and Sara
Guns N' Roses , Tegan and Sara
Tegan and Sara , AC/DC
Crystal Castles , A Perfect Circle
Portishead , Lady Gaga
Bloc Party , A Perfect Circle
Bloc Party , Nine Inch Nails
Tegan and Sara , A Perfect Circle
Tegan and Sara , Nine Inch Nails
A Perfect Circle , Yeah Yeah Yeahs
Yeah Yeah Yeahs , Nine Inch Nails
Slipknot , All Time Low
Avril Lavigne , Metallica
All Time Low , Metallica
All Time Low , Breaking Benjamin
All Time Low , Bullet for My Valentine
System of a Down , Crystal Castles
Rammstein , Crystal Castles
Slipknot , AC/DC
Slipknot , Massive Attack
Slipknot , Gorillaz
Slipknot , Crystal Castles
Korn , Children of Bodom
Korn , Massive Attack
Korn , Gorillaz
Korn , Crystal Castles
Metallica , Massive Attack
Metallica , Gorillaz
Metallica , Crystal Castles
Slayer , Children of Bodom
Slayer , Linkin Park
Slayer , Gorillaz
Linkin Park , Crystal Castles
AC/DC , Massive Attack
AC/DC , Gorillaz
AC/DC , Crystal Castles
Radiohead , Taylor Swift
Death Cab for Cutie , Taylor Swift
Death Cab for Cutie , Kanye West
Death Cab for Cutie , Queen
Regina Spektor , Kanye West
Regina Spektor , Queen
Tool , Taylor Swift
Tool , Sigur Rós
The Strokes , Taylor Swift
The Strokes , A Perfect Circle
Taylor Swift , A Perfect Circle
Taylor Swift , Sigur Rós
Taylor Swift , Queen
A Perfect Circle , Eminem
A Perfect Circle , Kanye West
Eminem , Queen
Tegan and Sara , Kasabian
Tegan and Sara , Nickelback
Tegan and Sara , Michael Jackson
Avril Lavigne , Kasabian
Kasabian , Lady Gaga
The xx , Nickelback
The xx , Michael Jackson
Britney Spears , Death Cab for Cutie
Britney Spears , Crystal Castles
Nirvana , Crystal Castles
Nickelback , Crystal Castles
Nickelback , blink-182
Nickelback , Lily Allen
Death Cab for Cutie , Michael Jackson
Crystal Castles , Lily Allen
Katy Perry , Queen
Katy Perry , Weezer
The Rolling Stones , Rihanna
Regina Spektor , Snow Patrol
Regina Spektor , Kasabian
Regina Spektor , Blur
The Strokes , Panic! At the Disco
Snow Patrol , Panic! At the Disco
Panic! At the Disco , Lily Allen
Panic! At the Disco , Blur
Lily Allen , Blur
Guns N' Roses , Fall Out Boy
Guns N' Roses , blink-182
Guns N' Roses , The Used
Guns N' Roses , Panic! At the Disco
Led Zeppelin , Cobra Starship
The Clash , Cobra Starship
Florence + the Machine , The All-American Rejects
Florence + the Machine , blink-182
Franz Ferdinand , The All-American Rejects
Nirvana , Regina Spektor
The All-American Rejects , Regina Spektor
The Cure , Sigur Rós
The Strokes , Crystal Castles
Regina Spektor , The Who
Regina Spektor , Daft Punk
Britney Spears , U2
Beyoncé , U2
Katy Perry , MGMT
Katy Perry , Daft Punk
Ke$ha , U2
MGMT , Christina Aguilera
Christina Aguilera , U2
Daft Punk , Michael Jackson
Daft Punk , U2
The Smiths , Evanescence
The Cure , Evanescence
Nine Inch Nails , Evanescence
Belle and Sebastian , Placebo
Belle and Sebastian , Evanescence
Regina Spektor , Evanescence
Taylor Swift , Panic! At the Disco
Taylor Swift , Keane
Opeth , The Offspring
A Perfect Circle , The Offspring
Florence + the Machine , Queens of the Stone Age
Florence + the Machine , Jimi Hendrix
Florence + the Machine , Alice in Chains
Florence + the Machine , Beck
Red Hot Chili Peppers , Beck
Queens of the Stone Age , Beck
Jimi Hendrix , Alice in Chains
Alice in Chains , Beck
Avril Lavigne , Queen
Avril Lavigne , Korn
Guns N' Roses , Korn
Queen , Korn
Queen , Nightwish
Korn , Nightwish
Bullet for My Valentine , The Offspring
Bullet for My Valentine , Panic! At the Disco
Bullet for My Valentine , Slayer
The Offspring , Avril Lavigne
The Offspring , 30 Seconds to Mars
Rammstein , Marilyn Manson
Rammstein , My Chemical Romance
Rise Against , Slayer
Rise Against , Avril Lavigne
Slipknot , Panic! At the Disco
Evanescence , Slayer
Linkin Park , Panic! At the Disco
Panic! At the Disco , Slayer
Paramore , Slayer
Slayer , Green Day
Slayer , Placebo
Slayer , Avril Lavigne
Slayer , The Used
Slayer , My Chemical Romance
Avril Lavigne , The Prodigy
My Chemical Romance , The Prodigy
Korn , Kasabian
Korn , Björk
Korn , Bob Dylan
Korn , Pixies
Tool , Gorillaz
A Perfect Circle , Gorillaz
A Perfect Circle , Bob Dylan
A Perfect Circle , Pixies
Slipknot , Björk
Slipknot , Pixies
System of a Down , Pixies
U2 , Pixies
The Prodigy , David Bowie
Deftones , David Bowie
Deftones , Bob Dylan
Deftones , Pixies
Bob Dylan , Pixies
Bob Dylan , Madonna
Bob Dylan , Nickelback
The Doors , Paramore
The Doors , Taylor Swift
The Doors , Madonna
The Doors , Katy Perry
The Doors , Nickelback
Paramore , The Rolling Stones
Led Zeppelin , Taylor Swift
Led Zeppelin , Nickelback
Taylor Swift , System of a Down
Taylor Swift , Jimi Hendrix
Taylor Swift , The Rolling Stones
Taylor Swift , Ramones
Taylor Swift , Aerosmith
Madonna , System of a Down
Madonna , Jimi Hendrix
Madonna , Aerosmith
System of a Down , Katy Perry
Nirvana , Katy Perry
Jimi Hendrix , Katy Perry
Jimi Hendrix , Nickelback
Fall Out Boy , The Rolling Stones
Ramones , Katy Perry
Ramones , Nickelback
Nickelback , Aerosmith
Joy Division , Rammstein
Joy Division , Slipknot
blink-182 , Björk
blink-182 , Daft Punk
Björk , Rammstein
The Doors , Rammstein
The White Stripes , The Offspring
Nightwish , AC/DC
Nightwish , The Doors
Nightwish , Snow Patrol
Nightwish , The Offspring
Nine Inch Nails , AC/DC
Nine Inch Nails , The Offspring
Opeth , AC/DC
Opeth , The Doors
Opeth , Snow Patrol
Opeth , Portishead
AC/DC , Portishead
Queen , The Offspring
Queen , Portishead
Red Hot Chili Peppers , Portishead
Snow Patrol , The Offspring
The Offspring , Portishead
The Beatles , Rise Against
Green Day , Modest Mouse
Green Day , The Rolling Stones
Green Day , Jimi Hendrix
The Who , Modest Mouse
The Who , Rise Against
The Offspring , Modest Mouse
The Offspring , The Clash
The Offspring , Beck
Modest Mouse , AC/DC
Modest Mouse , Rise Against
Modest Mouse , Oasis
The Clash , Rise Against
The Killers , Rise Against
The Rolling Stones , Rise Against
The Rolling Stones , blink-182
Rise Against , Beck
Rise Against , Bob Dylan
Rise Against , Jimi Hendrix
Rise Against , Oasis
Beck , blink-182
Bob Dylan , blink-182
The Smashing Pumpkins , Jimi Hendrix
The Who , Björk
Björk , Franz Ferdinand
Björk , The Clash
Red Hot Chili Peppers , The All-American Rejects
Iron Maiden , The All-American Rejects
Iron Maiden , Vampire Weekend
Iron Maiden , David Bowie
Iron Maiden , Death Cab for Cutie
Iron Maiden , MGMT
Iron Maiden , The White Stripes
Iron Maiden , Ramones
The All-American Rejects , The White Stripes
The All-American Rejects , AC/DC
Vampire Weekend , AC/DC
Vampire Weekend , Avenged Sevenfold
David Bowie , Avenged Sevenfold
Death Cab for Cutie , AC/DC
Death Cab for Cutie , Avenged Sevenfold
MGMT , Avenged Sevenfold
Ramones , Avenged Sevenfold
Avenged Sevenfold , Florence + the Machine
Avenged Sevenfold , Alice in Chains
Avenged Sevenfold , Guns N' Roses
Christina Aguilera , Florence + the Machine
Christina Aguilera , Slipknot
Christina Aguilera , Alice in Chains
Christina Aguilera , AC/DC
Christina Aguilera , Rammstein
Christina Aguilera , System of a Down
Christina Aguilera , Iron Maiden
Christina Aguilera , Ramones
Florence + the Machine , Metallica
Florence + the Machine , Guns N' Roses
Florence + the Machine , Iron Maiden
Florence + the Machine , Ramones
Slipknot , Alice in Chains
Alice in Chains , Ke$ha
Alice in Chains , Guns N' Roses
Evanescence , AC/DC
Evanescence , Guns N' Roses
Evanescence , David Bowie
Evanescence , Ramones
Ke$ha , Rammstein
Ke$ha , System of a Down
Ke$ha , Iron Maiden
Ke$ha , Ramones
Modest Mouse , The White Stripes
Deftones , Beck
blink-182 , David Bowie
The Smashing Pumpkins , Ke$ha
Paramore , Alice in Chains
Alice in Chains , Lady Gaga
Evanescence , Blur
Lady Gaga , Blur
Ke$ha , Blur
Coldplay , Pixies
Keane , Pixies
Kings of Leon , Pixies
Pixies , Lily Allen
MGMT , Queens of the Stone Age
MGMT , Pixies
Queens of the Stone Age , Arctic Monkeys
Queens of the Stone Age , The Strokes
Queens of the Stone Age , Ramones
Modest Mouse , Kasabian
The Beatles , Breaking Benjamin
Phoenix , Breaking Benjamin
Keane , Fall Out Boy
Fall Out Boy , Interpol
Fall Out Boy , Lily Allen
Interpol , Breaking Benjamin
Interpol , Three Days Grace
Interpol , The Offspring
Kanye West , Breaking Benjamin
Kanye West , The Offspring
Breaking Benjamin , Kings of Leon
Breaking Benjamin , Lily Allen
Breaking Benjamin , Bloc Party
Breaking Benjamin , The Smiths
Three Days Grace , The Offspring
Three Days Grace , The Smiths
Lily Allen , The Offspring
The Offspring , The Smiths
Florence + the Machine , The Smashing Pumpkins
Franz Ferdinand , Crystal Castles
Madonna , Snow Patrol
Madonna , Crystal Castles
Madonna , Rammstein
Snow Patrol , Crystal Castles
Lily Allen , The Who
Lily Allen , The Doors
The All-American Rejects , Tegan and Sara
The All-American Rejects , The Who
The All-American Rejects , The Doors
The Strokes , Katy Perry
Paramore , The Who
Keane , Katy Perry
Keane , 3OH!3
Tegan and Sara , The White Stripes
Tegan and Sara , Foo Fighters
Tegan and Sara , 3OH!3
Tegan and Sara , The Doors
The White Stripes , Katy Perry
Death Cab for Cutie , The Doors
Katy Perry , The Who
The Who , 3OH!3
3OH!3 , The Doors
Slayer , Nightwish
Slayer , The Killers
Nightwish , Foo Fighters
Nightwish , The Killers
Nightwish , Megadeth
Evanescence , Megadeth
U2 , Regina Spektor
Michael Jackson , Keane
The Strokes , Madonna
The Rolling Stones , Regina Spektor
Madonna , Pearl Jam
Madonna , Keane
Pearl Jam , Katy Perry
Pearl Jam , Regina Spektor
Florence + the Machine , Blur
Florence + the Machine , Joy Division
Blur , The xx
Joy Division , The xx
Joy Division , The Kooks
Joy Division , Regina Spektor
Joy Division , Coldplay
Michael Jackson , Vampire Weekend
The xx , Pearl Jam
Pearl Jam , Crystal Castles
Iron Maiden , Rise Against
The Offspring , Children of Bodom
Children of Bodom , Rise Against
Children of Bodom , Queens of the Stone Age
Children of Bodom , The Rolling Stones
Rise Against , Queens of the Stone Age
Pearl Jam , Britney Spears
Bob Dylan , Britney Spears
Bob Dylan , Megadeth
Oasis , Megadeth
Oasis , Opeth
Britney Spears , Beck
Britney Spears , Megadeth
Britney Spears , Nine Inch Nails
Britney Spears , Opeth
Britney Spears , Red Hot Chili Peppers
Lady Gaga , Beck
Lady Gaga , Megadeth
Lady Gaga , Opeth
Beck , Megadeth
Beck , Metallica
Beck , Opeth
Megadeth , The Doors
Arctic Monkeys , Taylor Swift
Ke$ha , The Strokes
Taylor Swift , Kings of Leon
Taylor Swift , Kasabian
Taylor Swift , Yeah Yeah Yeahs
Florence + the Machine , Avril Lavigne
Katy Perry , Kasabian
Kasabian , Christina Aguilera
All Time Low , The Strokes
The Strokes , Christina Aguilera
Metallica , The xx
Queen , Deftones
Queen , Slipknot
Aerosmith , Deftones
Aerosmith , Queens of the Stone Age
Aerosmith , Slipknot
Aerosmith , The Prodigy
Deftones , Michael Jackson
Deftones , Kings of Leon
Pearl Jam , Nickelback
Pearl Jam , Slipknot
Pearl Jam , The Prodigy
The Offspring , Nickelback
The Offspring , The xx
The Offspring , Guns N' Roses
The Offspring , U2
The Offspring , Michael Jackson
Queens of the Stone Age , Nickelback
Queens of the Stone Age , Guns N' Roses
Queens of the Stone Age , Slipknot
Nickelback , Alice in Chains
Nickelback , The Cure
The xx , Guns N' Roses
The xx , U2
The xx , Alice in Chains
The xx , Slipknot
The xx , The Prodigy
Alice in Chains , The Prodigy
Slipknot , Coldplay
Slipknot , Michael Jackson
Slipknot , Kings of Leon
The Prodigy , Kings of Leon
Belle and Sebastian , Lily Allen
Lily Allen , Joy Division
Depeche Mode , Marilyn Manson
Depeche Mode , Massive Attack
Amy Winehouse , Massive Attack
Daft Punk , Bloc Party
The Who , Bloc Party
Bloc Party , Bob Dylan
Aerosmith , Black Sabbath
Aerosmith , Daft Punk
Death Cab for Cutie , Black Sabbath
The Rolling Stones , Gorillaz
Papa Roach , The All-American Rejects
The All-American Rejects , Breaking Benjamin
Breaking Benjamin , My Chemical Romance
Guns N' Roses , The Kooks
Aerosmith , Avenged Sevenfold
Breaking Benjamin , U2
Breaking Benjamin , Red Hot Chili Peppers
Breaking Benjamin , Vampire Weekend
Breaking Benjamin , Beck
Breaking Benjamin , Gorillaz
Breaking Benjamin , The xx
Bloc Party , U2
Rammstein , Death Cab for Cutie
Rammstein , Beck
Rammstein , The xx
System of a Down , Snow Patrol
System of a Down , Beck
Beck , The xx
Foo Fighters , Portishead
U2 , Portishead
Portishead , The Prodigy
Depeche Mode , The Prodigy
Linkin Park , Björk
Nightwish , Blur
Blur , Avril Lavigne
Snow Patrol , Björk
Children of Bodom , The Beatles
Children of Bodom , Bob Dylan
Children of Bodom , Queen
Green Day , Iron Maiden
Green Day , Megadeth
Megadeth , Three Days Grace
Megadeth , Linkin Park
Megadeth , Disturbed
Megadeth , Papa Roach
Pink Floyd , Evanescence
Linkin Park , Queen
Disturbed , Bob Dylan
Disturbed , Black Sabbath
Disturbed , Queen
Bob Dylan , Evanescence
Black Sabbath , Papa Roach
Black Sabbath , Evanescence
Queen , Evanescence
Papa Roach , Gorillaz
Papa Roach , Beck
Gorillaz , Panic! At the Disco
Panic! At the Disco , Beck
Snow Patrol , Korn
Placebo , Beck
Fall Out Boy , Beck
Kasabian , Linkin Park
Beck , Korn
Beck , Linkin Park
Beck , 30 Seconds to Mars
Massive Attack , Modest Mouse
Massive Attack , The All-American Rejects
Massive Attack , Evanescence
Massive Attack , Three Days Grace
Modest Mouse , The All-American Rejects
Modest Mouse , Evanescence
Modest Mouse , Three Days Grace
Eminem , Blur
The All-American Rejects , Gorillaz
The All-American Rejects , Blur
The All-American Rejects , The Rolling Stones
Evanescence , Gorillaz
Evanescence , The Rolling Stones
Gorillaz , Three Days Grace
Three Days Grace , The Rolling Stones
Korn , Modest Mouse
Modest Mouse , Slipknot
Modest Mouse , Disturbed
Massive Attack , Disturbed
Megadeth , All Time Low
Megadeth , Daft Punk
Megadeth , 3OH!3
All Time Low , The Cure
All Time Low , Daft Punk
The Cure , 3OH!3
Daft Punk , 3OH!3
Disturbed , Gorillaz
Disturbed , Avril Lavigne
Disturbed , Guns N' Roses
Nightwish , Gorillaz
Nightwish , Pearl Jam
Avenged Sevenfold , Gorillaz
Bullet for My Valentine , Gorillaz
Gorillaz , Avril Lavigne
Avril Lavigne , Pearl Jam
A Perfect Circle , Amy Winehouse
A Perfect Circle , Linkin Park
Deftones , Amy Winehouse
Deftones , Lady Gaga
Queens of the Stone Age , Amy Winehouse
Amy Winehouse , Nine Inch Nails
Amy Winehouse , Slipknot
Linkin Park , Tool
Belle and Sebastian , The White Stripes
Beck , Regina Spektor
Beck , Tegan and Sara
Pixies , Sigur Rós
Pixies , Regina Spektor
Pixies , Tegan and Sara
Pixies , Vampire Weekend
Pixies , The xx
Regina Spektor , The White Stripes
David Bowie , The xx
The White Stripes , The xx
Nightwish , Pink Floyd
The Cure , Avenged Sevenfold
The Cure , Nightwish
Avenged Sevenfold , Joy Division
Bullet for My Valentine , Joy Division
Joy Division , A Perfect Circle
Joy Division , Nightwish
Joy Division , Evanescence
A Perfect Circle , Evanescence
Madonna , The Prodigy
Lily Allen , The Prodigy
Katy Perry , The Prodigy
Madonna , The White Stripes
Crystal Castles , The White Stripes
Crystal Castles , Queen
Bloc Party , The White Stripes
Bloc Party , Amy Winehouse
Daft Punk , Amy Winehouse
Gorillaz , The Clash
The Offspring , Vampire Weekend
The Offspring , Amy Winehouse
The Clash , Amy Winehouse
The White Stripes , Amy Winehouse
Modest Mouse , Regina Spektor
Modest Mouse , The Used
Crystal Castles , The Used
Regina Spektor , The Used
Tegan and Sara , The Used
The Used , Vampire Weekend
Rise Against , The All-American Rejects
Rise Against , Nightwish
Papa Roach , System of a Down
Modest Mouse , Marilyn Manson
Modest Mouse , Linkin Park
The Smashing Pumpkins , Tegan and Sara
The Smashing Pumpkins , Marilyn Manson
Korn , Tegan and Sara
Tegan and Sara , Marilyn Manson
Tegan and Sara , Linkin Park
Radiohead , Avenged Sevenfold
Britney Spears , The Smiths
Britney Spears , The Clash
Britney Spears , Blur
Lady Gaga , Avenged Sevenfold
Lily Allen , The Clash
Franz Ferdinand , Kanye West
Franz Ferdinand , Taylor Swift
Franz Ferdinand , Avenged Sevenfold
Kanye West , Blur
Kanye West , Avenged Sevenfold
Daft Punk , Taylor Swift
Daft Punk , Avenged Sevenfold
Daft Punk , The Smashing Pumpkins
The Smiths , Taylor Swift
The Smiths , Avenged Sevenfold
Pink Floyd , Taylor Swift
The Clash , Taylor Swift
The Clash , Avenged Sevenfold
Regina Spektor , Avenged Sevenfold
Regina Spektor , The Smashing Pumpkins
Taylor Swift , Blur
Taylor Swift , Avenged Sevenfold
Taylor Swift , The Smashing Pumpkins
Taylor Swift , Björk
Blur , Avenged Sevenfold
Blur , Rihanna
Avenged Sevenfold , Rihanna
Avenged Sevenfold , The Smashing Pumpkins
Avenged Sevenfold , Björk
Avenged Sevenfold , The Strokes
Rihanna , The Strokes
Björk , The Strokes
The All-American Rejects , The Prodigy
Nightwish , The Prodigy
Nightwish , Fall Out Boy
The Prodigy , MGMT
Nine Inch Nails , Rise Against
The Clash , The Prodigy
The Clash , Linkin Park
Bloc Party , Rise Against
Bloc Party , The Smashing Pumpkins
Rise Against , The Cure
Gorillaz , Belle and Sebastian
David Bowie , Bullet for My Valentine
Queen , Bullet for My Valentine
The All-American Rejects , Phoenix
The Strokes , Black Eyed Peas
Phoenix , Ke$ha
Phoenix , Black Eyed Peas
Ke$ha , Modest Mouse
The Kooks , Modest Mouse
Black Eyed Peas , Modest Mouse
The xx , Taylor Swift
Florence + the Machine , Queen
The Cure , Taylor Swift
Breaking Benjamin , Queen
Gorillaz , Rise Against
Rise Against , Queen
Portishead , 3OH!3
Portishead , Florence + the Machine
Depeche Mode , Daft Punk
Depeche Mode , 3OH!3
Bloc Party , 3OH!3
Daft Punk , Florence + the Machine
3OH!3 , Yeah Yeah Yeahs
Belle and Sebastian , Modest Mouse
Modest Mouse , Lily Allen
Depeche Mode , Death Cab for Cutie
Depeche Mode , Nickelback
Depeche Mode , Breaking Benjamin
Depeche Mode , Cobra Starship
Depeche Mode , Panic! At the Disco
Gorillaz , Nickelback
Gorillaz , Cobra Starship
Placebo , Cobra Starship
Nickelback , Cobra Starship
The Killers , Cobra Starship
Breaking Benjamin , Cobra Starship
Breaking Benjamin , Panic! At the Disco
Breaking Benjamin , Rihanna
Panic! At the Disco , Rihanna
Korn , Joy Division
Korn , Portishead
Joy Division , System of a Down
Joy Division , Deftones
The Smiths , Amy Winehouse
Amy Winehouse , Blur
Sigur Rós , Linkin Park
The Kooks , Eminem
Avril Lavigne , The Smashing Pumpkins
Eminem , Franz Ferdinand
Interpol , Linkin Park
Yeah Yeah Yeahs , Kanye West
Beck , My Chemical Romance
Bloc Party , Queens of the Stone Age
Queens of the Stone Age , My Chemical Romance
Queens of the Stone Age , Keane
Modest Mouse , My Chemical Romance
Keane , Opeth
Black Sabbath , Rammstein
The Rolling Stones , Nightwish
Britney Spears , Cobra Starship
Beyoncé , Cobra Starship
Madonna , 3OH!3
3OH!3 , Regina Spektor
Cobra Starship , Black Eyed Peas
Cobra Starship , Regina Spektor
Black Eyed Peas , Regina Spektor
Panic! At the Disco , Black Eyed Peas
Panic! At the Disco , Beyoncé
Ke$ha , Snow Patrol
Black Eyed Peas , My Chemical Romance
Beyoncé , System of a Down
Children of Bodom , blink-182
Children of Bodom , Aerosmith
Bullet for My Valentine , Weezer
Bullet for My Valentine , Aerosmith
Three Days Grace , Aerosmith
Three Days Grace , Led Zeppelin
Avenged Sevenfold , blink-182
Avenged Sevenfold , Weezer
Iron Maiden , Aerosmith
Linkin Park , Aerosmith
blink-182 , Aerosmith
Green Day , Weezer
Guns N' Roses , Rise Against
Megadeth , Aerosmith
Rise Against , Aerosmith
Tool , Nickelback
Rammstein , Michael Jackson
Red Hot Chili Peppers , Michael Jackson
Iron Maiden , Breaking Benjamin
The Cure , Three Days Grace
Michael Jackson , Breaking Benjamin
Michael Jackson , Three Days Grace
Michael Jackson , Slayer
Three Days Grace , Pearl Jam
Three Days Grace , Slayer
Vampire Weekend , Beyoncé
Beyoncé , Yeah Yeah Yeahs
Beyoncé , Death Cab for Cutie
Beyoncé , The Used
Rihanna , The Used
Three Days Grace , Daft Punk
Daft Punk , Breaking Benjamin
Madonna , Korn
Queen , Panic! At the Disco
Queen , 3OH!3
Keane , Ke$ha
Keane , Beyoncé
The White Stripes , Beyoncé
The White Stripes , Aerosmith
Florence + the Machine , Aerosmith
Madonna , blink-182
Madonna , Kasabian
Madonna , Panic! At the Disco
Madonna , The Offspring
Lady Gaga , The Offspring
Britney Spears , Panic! At the Disco
Britney Spears , Aerosmith
Britney Spears , The Offspring
Gorillaz , 3OH!3
Kasabian , Beyoncé
Ke$ha , Aerosmith
Ke$ha , The Offspring
Beyoncé , Aerosmith
Beyoncé , The Offspring
Beyoncé , The Strokes
Panic! At the Disco , Aerosmith
MGMT , Aerosmith
Deftones , The Smiths
Deftones , Interpol
The Smiths , A Perfect Circle
Interpol , A Perfect Circle
Foo Fighters , Phoenix
Franz Ferdinand , Alice in Chains
Alice in Chains , Gorillaz
Alice in Chains , Phoenix
Alice in Chains , Kasabian
Alice in Chains , Bloc Party
Queens of the Stone Age , Phoenix
Kasabian , The Rolling Stones
Guns N' Roses , Bloc Party
Black Eyed Peas , The Rolling Stones
Black Eyed Peas , Incubus
Black Eyed Peas , AC/DC
Black Eyed Peas , Foo Fighters
The Rolling Stones , Ke$ha
Incubus , Ke$ha
Christina Aguilera , Foo Fighters
Nightwish , Death Cab for Cutie
Nightwish , The Used
Ke$ha , Death Cab for Cutie
Ke$ha , The Used
Rihanna , Modest Mouse
Beyoncé , Modest Mouse
Michael Jackson , Modest Mouse
3OH!3 , Modest Mouse
Katy Perry , Modest Mouse
Avril Lavigne , Modest Mouse
Beyoncé , Foo Fighters
Beyoncé , Red Hot Chili Peppers
Linkin Park , Phoenix
Gorillaz , My Chemical Romance
Avril Lavigne , Phoenix
Kanye West , Marilyn Manson
Evanescence , Vampire Weekend
Evanescence , Phoenix
Evanescence , Bloc Party
Evanescence , U2
My Chemical Romance , Vampire Weekend
My Chemical Romance , U2
The Prodigy , Vampire Weekend
The Prodigy , Phoenix
Vampire Weekend , Marilyn Manson
Marilyn Manson , Bloc Party
The Offspring , Regina Spektor
Rise Against , Regina Spektor
Rise Against , Interpol
Regina Spektor , Weezer
Three Days Grace , Britney Spears
Breaking Benjamin , Taylor Swift
Gorillaz , Nine Inch Nails
Gorillaz , Opeth
A Perfect Circle , Rammstein
Nickelback , The Clash
Bullet for My Valentine , The xx
Bullet for My Valentine , Phoenix
All Time Low , The xx
All Time Low , The Doors
All Time Low , Death Cab for Cutie
The xx , Avenged Sevenfold
The xx , Cobra Starship
The Cure , Cobra Starship
Avenged Sevenfold , Cobra Starship
Avenged Sevenfold , Phoenix
Cobra Starship , The Doors
The Doors , Avril Lavigne
The Doors , Breaking Benjamin
Beyoncé , Phoenix
Eminem , Breaking Benjamin
Breaking Benjamin , 3OH!3
Avril Lavigne , AC/DC
Cobra Starship , System of a Down
Rihanna , System of a Down
System of a Down , Britney Spears
Jimi Hendrix , Snow Patrol
Sigur Rós , Foo Fighters
Sigur Rós , The Who
Snow Patrol , Tool
Rihanna , Keane
Snow Patrol , Michael Jackson
Nickelback , Bloc Party
Björk , Keane
Death Cab for Cutie , Joy Division
Belle and Sebastian , Queens of the Stone Age
Tegan and Sara , Queens of the Stone Age
Lily Allen , Queens of the Stone Age
Queens of the Stone Age , The Smiths
Queens of the Stone Age , Sigur Rós
Lady Gaga , Joy Division
Keane , Joy Division
Nine Inch Nails , Green Day
Tool , Green Day
Slayer , Ramones
Megadeth , Ramones
Black Sabbath , Korn
Bob Dylan , The All-American Rejects
System of a Down , Daft Punk
Daft Punk , Paramore
The Doors , Iron Maiden
Megadeth , Jimi Hendrix
Regina Spektor , Iron Maiden
Marilyn Manson , Beck
Beck , Iron Maiden
Megadeth , Blur
Bob Dylan , Amy Winehouse
David Bowie , Rise Against
Lady Gaga , The Who
The Who , Yeah Yeah Yeahs
The Who , Rihanna
Yeah Yeah Yeahs , Guns N' Roses
Yeah Yeah Yeahs , Rise Against
Yeah Yeah Yeahs , Pixies
Pearl Jam , Tegan and Sara
Gorillaz , Tegan and Sara
Tegan and Sara , Rise Against
Rihanna , Nine Inch Nails
Rihanna , Rise Against
Rihanna , Rammstein
Rihanna , Pixies
Rise Against , Pixies
The Rolling Stones , Korn
The Rolling Stones , Disturbed
Phoenix , Iron Maiden
Phoenix , Nightwish
Phoenix , Korn
Phoenix , Disturbed
Phoenix , Opeth
Green Day , Opeth
U2 , Disturbed
Massive Attack , Tegan and Sara
Massive Attack , Avril Lavigne
Green Day , Pixies
Depeche Mode , Avril Lavigne
U2 , Tegan and Sara
Pixies , Avril Lavigne
Madonna , Tegan and Sara
Madonna , Death Cab for Cutie
Nightwish , The Smashing Pumpkins
Nightwish , The Strokes
Sigur Rós , Michael Jackson
The Clash , Portishead
Portishead , Michael Jackson
Florence + the Machine , Black Sabbath
Crystal Castles , Daft Punk
Daft Punk , Belle and Sebastian
Massive Attack , Belle and Sebastian
Eminem , Joy Division
Eminem , Interpol
Eminem , Madonna
Eminem , Portishead
Modest Mouse , Madonna
Joy Division , Madonna
Queens of the Stone Age , Blur
Madonna , Portishead
Eminem , Bullet for My Valentine
The xx , The Smashing Pumpkins
Phoenix , Nine Inch Nails
Kings of Leon , Nine Inch Nails
Beck , The All-American Rejects
Beck , Kanye West
Beck , Paramore
Modest Mouse , Papa Roach
Modest Mouse , Panic! At the Disco
Modest Mouse , Kanye West
Weezer , Panic! At the Disco
Papa Roach , Kanye West
Papa Roach , The Smiths
Yeah Yeah Yeahs , The All-American Rejects
Yeah Yeah Yeahs , Foo Fighters
Bloc Party , Panic! At the Disco
Panic! At the Disco , Kanye West
Panic! At the Disco , Phoenix
Panic! At the Disco , Interpol
The All-American Rejects , Kanye West
The All-American Rejects , The Smiths
The All-American Rejects , Interpol
Interpol , The xx
Interpol , The Prodigy
Interpol , Marilyn Manson
The Prodigy , Snow Patrol
Bloc Party , David Bowie
Snow Patrol , Depeche Mode
Snow Patrol , Britney Spears
Marilyn Manson , Keane
Marilyn Manson , The Smiths
Tool , Florence + the Machine
Florence + the Machine , A Perfect Circle
A Perfect Circle , Rise Against
The Smiths , Rise Against
Rise Against , Joy Division
Alice in Chains , Linkin Park
Slipknot , The Smashing Pumpkins
Slipknot , Tegan and Sara
Slipknot , Black Eyed Peas
Slipknot , MGMT
The Cure , Children of Bodom
Bullet for My Valentine , Black Eyed Peas
The Smashing Pumpkins , Children of Bodom
The Smashing Pumpkins , Slayer
The Smashing Pumpkins , Black Eyed Peas
Children of Bodom , Regina Spektor
Children of Bodom , Tegan and Sara
Children of Bodom , Black Eyed Peas
Children of Bodom , MGMT
Slayer , The xx
Slayer , Regina Spektor
Slayer , Tegan and Sara
Slayer , Black Eyed Peas
Slayer , MGMT
Linkin Park , The xx
Linkin Park , Regina Spektor
The xx , Nightwish
The xx , Opeth
Regina Spektor , Nightwish
Tegan and Sara , Opeth
Tegan and Sara , Black Eyed Peas
Nightwish , MGMT
Opeth , Black Eyed Peas
Crystal Castles , The Prodigy
Crystal Castles , Pixies
